n_components,C,solver,max_iter,class_weight,balanced_acc,train_balanced_acc,accuracy,precision_macro,recall_macro,f1_macro,brier_score,rmse_proba,E_train,E_test,E_train-E_test,precision_Scratch,recall_Scratch,f1_Scratch,precision_Loc,recall_Loc,f1_Loc,precision_Near-full,recall_Near-full,f1_Near-full,precision_Edge-Ring,recall_Edge-Ring,f1_Edge-Ring,precision_Center,recall_Center,f1_Center,precision_Donut,recall_Donut,f1_Donut,precision_Edge-Loc,recall_Edge-Loc,f1_Edge-Loc,precision_Random,recall_Random,f1_Random
4,10.0,lbfgs,500,,0.5704,0.5707,0.729,0.5789,0.5704,0.5599,0.0452,0.2126,0.4293,0.4296,-0.0003,0.1917,0.0061,0.0117,0.4788,0.3709,0.4179,0.9256,0.8099,0.861,0.899,0.9127,0.9058,0.875,0.9516,0.9117,0.0,0.0,0.0,0.5597,0.7497,0.6409,0.7012,0.7626,0.7301
4,50.0,lbfgs,500,,0.5704,0.5709,0.729,0.5787,0.5704,0.5598,0.0452,0.2126,0.4291,0.4296,-0.0005,0.1917,0.0061,0.0117,0.4788,0.3709,0.4179,0.9256,0.8099,0.861,0.8991,0.9127,0.9058,0.875,0.9513,0.9115,0.0,0.0,0.0,0.5596,0.7497,0.6408,0.7003,0.7626,0.7296
4,10.0,saga,1000,,0.5702,0.5697,0.7293,0.5814,0.5702,0.5607,0.0452,0.2126,0.4303,0.4298,0.0005,0.1917,0.0061,0.0117,0.4796,0.3712,0.4183,0.9456,0.803,0.8654,0.899,0.9127,0.9058,0.8748,0.9516,0.9116,0.0,0.0,0.0,0.5599,0.7499,0.6411,0.7007,0.7674,0.732
4,1.0,saga,1000,,0.5699,0.5689,0.7292,0.5794,0.5699,0.5607,0.0452,0.2126,0.4311,0.4301,0.001,0.1702,0.0051,0.0098,0.4792,0.3709,0.418,0.9523,0.803,0.8687,0.8989,0.9127,0.9057,0.8747,0.9518,0.9116,0.0,0.0,0.0,0.5598,0.7499,0.641,0.6997,0.7662,0.7309
4,5.0,lbfgs,500,,0.5698,0.5707,0.729,0.5777,0.5698,0.5589,0.0452,0.2126,0.4293,0.4302,-0.0009,0.1917,0.0061,0.0117,0.479,0.3706,0.4177,0.916,0.803,0.853,0.899,0.9127,0.9058,0.8748,0.9516,0.9116,0.0,0.0,0.0,0.5596,0.7495,0.6408,0.7011,0.765,0.7311
4,5.0,saga,500,,0.5694,0.5682,0.7292,0.5821,0.5694,0.5606,0.0453,0.2127,0.4318,0.4306,0.0012,0.1917,0.0061,0.0117,0.4794,0.3712,0.4183,0.952,0.7963,0.8647,0.899,0.9129,0.9058,0.8748,0.9516,0.9116,0.0,0.0,0.0,0.5599,0.7499,0.6411,0.6998,0.7674,0.7316
4,1.0,saga,500,,0.5693,0.5681,0.7291,0.5793,0.5693,0.5603,0.0453,0.2127,0.4319,0.4307,0.0011,0.1702,0.0051,0.0098,0.479,0.3709,0.418,0.952,0.7963,0.8647,0.8989,0.9127,0.9057,0.8749,0.9518,0.9117,0.0,0.0,0.0,0.5598,0.7499,0.641,0.6998,0.7674,0.7316
3,5.0,lbfgs,1000,,0.5676,0.5682,0.7278,0.553,0.5676,0.5564,0.0455,0.2133,0.4318,0.4324,-0.0006,0.0,0.0,0.0,0.4776,0.3712,0.4176,0.9246,0.8032,0.8568,0.8965,0.9116,0.904,0.8727,0.9516,0.9104,0.0,0.0,0.0,0.5592,0.7481,0.64,0.6933,0.7554,0.7223
3,5.0,lbfgs,500,,0.5676,0.5682,0.7278,0.553,0.5676,0.5564,0.0455,0.2133,0.4318,0.4324,-0.0006,0.0,0.0,0.0,0.4776,0.3712,0.4176,0.9246,0.8032,0.8568,0.8965,0.9116,0.904,0.8727,0.9516,0.9104,0.0,0.0,0.0,0.5592,0.7481,0.64,0.6933,0.7554,0.7223
3,10.0,lbfgs,500,,0.5668,0.5686,0.7278,0.5528,0.5668,0.5558,0.0455,0.2133,0.4314,0.4332,-0.0018,0.0,0.0,0.0,0.4779,0.3715,0.4179,0.9237,0.7965,0.8525,0.8965,0.9116,0.904,0.8725,0.9516,0.9103,0.0,0.0,0.0,0.5593,0.7481,0.64,0.6925,0.7554,0.7219
3,10.0,lbfgs,1000,,0.5668,0.5686,0.7278,0.5528,0.5668,0.5558,0.0455,0.2133,0.4314,0.4332,-0.0018,0.0,0.0,0.0,0.4779,0.3715,0.4179,0.9237,0.7965,0.8525,0.8965,0.9116,0.904,0.8725,0.9516,0.9103,0.0,0.0,0.0,0.5593,0.7481,0.64,0.6925,0.7554,0.7219
3,1.0,saga,1000,,0.5662,0.5669,0.7278,0.5555,0.5662,0.5565,0.0455,0.2133,0.4331,0.4338,-0.0007,0.0,0.0,0.0,0.4771,0.3706,0.417,0.9447,0.7897,0.8571,0.8965,0.9116,0.904,0.8722,0.9518,0.9102,0.0,0.0,0.0,0.5593,0.7483,0.6401,0.6938,0.7578,0.7238
3,1.0,lbfgs,1000,,0.566,0.5673,0.7277,0.5537,0.566,0.5556,0.0455,0.2133,0.4327,0.434,-0.0013,0.0,0.0,0.0,0.4778,0.3712,0.4177,0.9311,0.7897,0.8508,0.8965,0.9116,0.904,0.8723,0.9516,0.9102,0.0,0.0,0.0,0.5592,0.7483,0.64,0.6925,0.7554,0.7219
3,10.0,saga,1000,,0.566,0.5678,0.7277,0.5527,0.566,0.5552,0.0455,0.2133,0.4322,0.434,-0.0019,0.0,0.0,0.0,0.4779,0.3715,0.4179,0.9237,0.7897,0.8478,0.8965,0.9116,0.904,0.8723,0.9516,0.9102,0.0,0.0,0.0,0.5594,0.7481,0.6401,0.6917,0.7554,0.7215
3,50.0,saga,1000,,0.566,0.5678,0.7277,0.5527,0.566,0.5552,0.0455,0.2133,0.4322,0.434,-0.0019,0.0,0.0,0.0,0.4779,0.3715,0.4179,0.9237,0.7897,0.8478,0.8965,0.9116,0.904,0.8723,0.9516,0.9102,0.0,0.0,0.0,0.5594,0.7481,0.6401,0.6917,0.7554,0.7215
3,5.0,saga,1000,,0.566,0.5678,0.7277,0.5527,0.566,0.5552,0.0455,0.2133,0.4322,0.434,-0.0019,0.0,0.0,0.0,0.4779,0.3715,0.4179,0.9237,0.7897,0.8478,0.8965,0.9116,0.904,0.8723,0.9516,0.9102,0.0,0.0,0.0,0.5594,0.7481,0.6401,0.6917,0.7554,0.7215
4,0.1,lbfgs,1000,,0.5653,0.5661,0.729,0.5721,0.5653,0.5577,0.0453,0.2128,0.4339,0.4347,-0.0008,0.1,0.001,0.002,0.4797,0.3661,0.4151,0.9663,0.7761,0.8574,0.8982,0.9136,0.9058,0.8704,0.9535,0.91,0.0,0.0,0.0,0.5593,0.7527,0.6418,0.703,0.759,0.7295
4,0.1,saga,1000,,0.5634,0.5657,0.7288,0.5719,0.5634,0.5563,0.0453,0.2129,0.4343,0.4366,-0.0023,0.1,0.001,0.002,0.4797,0.3657,0.4149,0.9659,0.7625,0.8479,0.8982,0.9136,0.9058,0.8701,0.9535,0.9098,0.0,0.0,0.0,0.5592,0.7527,0.6417,0.7019,0.7578,0.7284
7,0.01,lbfgs,500,,0.5626,0.5608,0.7816,0.6416,0.5626,0.5677,0.0385,0.1961,0.4392,0.4374,0.0018,0.0,0.0,0.0,0.5899,0.5879,0.5888,1.0,0.466,0.6325,0.9255,0.9314,0.9284,0.8831,0.9597,0.9199,0.3667,0.0137,0.0262,0.6644,0.8168,0.7327,0.703,0.7254,0.7133
7,0.01,lbfgs,1000,,0.5626,0.5608,0.7816,0.6416,0.5626,0.5677,0.0385,0.1961,0.4392,0.4374,0.0018,0.0,0.0,0.0,0.5899,0.5879,0.5888,1.0,0.466,0.6325,0.9255,0.9314,0.9284,0.8831,0.9597,0.9199,0.3667,0.0137,0.0262,0.6644,0.8168,0.7327,0.703,0.7254,0.7133
7,0.01,saga,500,,0.5616,0.56,0.7815,0.6406,0.5616,0.5665,0.0385,0.1961,0.44,0.4384,0.0016,0.0,0.0,0.0,0.5897,0.5879,0.5887,1.0,0.4591,0.6261,0.9254,0.9315,0.9284,0.8835,0.9597,0.9201,0.36,0.0118,0.0226,0.6645,0.8166,0.7326,0.7016,0.7266,0.7133
7,0.01,saga,1000,,0.5616,0.56,0.7815,0.6406,0.5616,0.5665,0.0385,0.1961,0.44,0.4384,0.0016,0.0,0.0,0.0,0.5897,0.5879,0.5887,1.0,0.4591,0.6261,0.9254,0.9315,0.9284,0.8835,0.9597,0.9201,0.36,0.0118,0.0226,0.6645,0.8166,0.7326,0.7016,0.7266,0.7133
3,0.1,saga,500,,0.5615,0.5629,0.7275,0.558,0.5615,0.5543,0.0456,0.2135,0.4371,0.4385,-0.0014,0.0,0.0,0.0,0.4783,0.3649,0.4138,0.9659,0.7556,0.8426,0.8958,0.9124,0.904,0.8685,0.953,0.9088,0.0,0.0,0.0,0.5584,0.7503,0.6402,0.6975,0.7554,0.7248
3,0.1,saga,1000,,0.5615,0.5629,0.7275,0.558,0.5615,0.5543,0.0456,0.2135,0.4371,0.4385,-0.0014,0.0,0.0,0.0,0.4783,0.3649,0.4138,0.9659,0.7556,0.8426,0.8958,0.9124,0.904,0.8685,0.953,0.9088,0.0,0.0,0.0,0.5584,0.7503,0.6402,0.6975,0.7554,0.7248
3,0.1,lbfgs,500,,0.5615,0.563,0.7276,0.5581,0.5615,0.5543,0.0456,0.2135,0.437,0.4385,-0.0015,0.0,0.0,0.0,0.4783,0.3649,0.4138,0.9659,0.7556,0.8426,0.8958,0.9124,0.904,0.8689,0.953,0.909,0.0,0.0,0.0,0.5586,0.7507,0.6405,0.6975,0.7554,0.7248
2,1.0,saga,1000,balanced,0.5415,0.5404,0.6091,0.4483,0.5415,0.4423,0.0616,0.2481,0.4596,0.4585,0.0011,0.1169,0.1882,0.1442,0.5082,0.2448,0.3301,0.1653,0.7899,0.2728,0.9207,0.8893,0.9047,0.8624,0.6495,0.7409,0.0964,0.3569,0.1517,0.6106,0.5412,0.5737,0.3059,0.6727,0.4205
2,1.0,saga,500,balanced,0.5415,0.5404,0.6091,0.4483,0.5415,0.4423,0.0616,0.2481,0.4596,0.4585,0.0011,0.1169,0.1882,0.1442,0.5082,0.2448,0.3301,0.1653,0.7899,0.2728,0.9207,0.8893,0.9047,0.8624,0.6495,0.7409,0.0964,0.3569,0.1517,0.6106,0.5412,0.5737,0.3059,0.6727,0.4205
2,1.0,lbfgs,500,balanced,0.5414,0.5404,0.6089,0.4482,0.5414,0.4422,0.0616,0.2481,0.4596,0.4586,0.0009,0.1161,0.1872,0.1433,0.5085,0.2448,0.3302,0.1653,0.7899,0.2728,0.9208,0.8892,0.9047,0.8624,0.6495,0.7409,0.0964,0.3569,0.1517,0.6103,0.5408,0.5734,0.3059,0.6727,0.4205
2,5.0,saga,500,balanced,0.5413,0.5403,0.6089,0.4482,0.5413,0.4422,0.0616,0.2481,0.4597,0.4587,0.001,0.1174,0.1893,0.1449,0.5082,0.2448,0.3301,0.1653,0.7899,0.2728,0.9206,0.8893,0.9046,0.8624,0.6495,0.7409,0.0963,0.3569,0.1515,0.6106,0.5406,0.5734,0.305,0.6703,0.4191
2,50.0,saga,1000,balanced,0.5412,0.5403,0.6087,0.4481,0.5412,0.442,0.0616,0.2481,0.4597,0.4588,0.0009,0.1173,0.1893,0.1448,0.5079,0.2445,0.3298,0.1653,0.7899,0.2728,0.9207,0.8891,0.9046,0.8627,0.6493,0.7408,0.0962,0.3569,0.1515,0.6103,0.5404,0.5731,0.3048,0.6703,0.419
2,50.0,saga,500,balanced,0.5412,0.5403,0.6087,0.4481,0.5412,0.442,0.0616,0.2481,0.4597,0.4588,0.0009,0.1173,0.1893,0.1448,0.5079,0.2445,0.3298,0.1653,0.7899,0.2728,0.9207,0.8891,0.9046,0.8627,0.6493,0.7408,0.0962,0.3569,0.1515,0.6103,0.5404,0.5731,0.3048,0.6703,0.419
2,10.0,saga,500,balanced,0.5412,0.5403,0.6088,0.4482,0.5412,0.4421,0.0616,0.2481,0.4597,0.4588,0.0009,0.1174,0.1893,0.1449,0.5082,0.2448,0.3301,0.1653,0.7899,0.2728,0.9207,0.8893,0.9047,0.8624,0.6493,0.7407,0.0963,0.3569,0.1515,0.6104,0.5404,0.5732,0.3048,0.6703,0.419
2,5.0,lbfgs,500,balanced,0.5411,0.5402,0.6087,0.448,0.5411,0.4419,0.0616,0.2481,0.4598,0.4589,0.0009,0.1165,0.1872,0.1436,0.5075,0.2441,0.3294,0.165,0.7899,0.2725,0.9207,0.8893,0.9047,0.8623,0.6491,0.7406,0.096,0.3569,0.1513,0.6103,0.5408,0.5734,0.3055,0.6715,0.4199
2,10.0,lbfgs,500,balanced,0.5408,0.5403,0.6085,0.4478,0.5408,0.4417,0.0616,0.2481,0.4597,0.4592,0.0005,0.1162,0.1872,0.1434,0.5072,0.2438,0.3291,0.165,0.7899,0.2725,0.9208,0.8892,0.9047,0.8623,0.6491,0.7406,0.096,0.3569,0.1512,0.61,0.5404,0.573,0.3051,0.6703,0.4193
2,50.0,lbfgs,1000,balanced,0.5407,0.5402,0.6083,0.4478,0.5407,0.4416,0.0616,0.2481,0.4598,0.4593,0.0005,0.1158,0.1872,0.1431,0.5079,0.2442,0.3295,0.165,0.7899,0.2725,0.9208,0.8888,0.9045,0.8623,0.6488,0.7404,0.0961,0.3569,0.1513,0.6098,0.54,0.5727,0.3048,0.6703,0.419
2,50.0,lbfgs,500,balanced,0.5407,0.5402,0.6083,0.4478,0.5407,0.4416,0.0616,0.2481,0.4598,0.4593,0.0005,0.1158,0.1872,0.1431,0.5079,0.2442,0.3295,0.165,0.7899,0.2725,0.9208,0.8888,0.9045,0.8623,0.6488,0.7404,0.0961,0.3569,0.1513,0.6098,0.54,0.5727,0.3048,0.6703,0.419
2,0.1,saga,1000,balanced,0.5398,0.5397,0.6096,0.4469,0.5398,0.4413,0.0616,0.2482,0.4603,0.4602,0.0001,0.1145,0.1802,0.14,0.5062,0.2466,0.3313,0.1635,0.7899,0.2703,0.9197,0.8905,0.9048,0.8613,0.6522,0.7422,0.096,0.351,0.1507,0.6107,0.5414,0.5739,0.3034,0.6667,0.417
2,0.1,saga,500,balanced,0.5398,0.5397,0.6096,0.4469,0.5398,0.4413,0.0616,0.2482,0.4603,0.4602,0.0001,0.1145,0.1802,0.14,0.5062,0.2466,0.3313,0.1635,0.7899,0.2703,0.9197,0.8905,0.9048,0.8613,0.6522,0.7422,0.096,0.351,0.1507,0.6107,0.5414,0.5739,0.3034,0.6667,0.417
2,0.01,saga,500,balanced,0.5386,0.538,0.6143,0.4431,0.5386,0.4396,0.0627,0.2503,0.462,0.4614,0.0007,0.1117,0.1559,0.1301,0.5032,0.2502,0.3339,0.1549,0.8099,0.2593,0.9074,0.8966,0.9019,0.8534,0.6683,0.7495,0.0985,0.3333,0.152,0.6141,0.5472,0.5787,0.3018,0.6475,0.4114
2,0.01,lbfgs,500,balanced,0.5386,0.5381,0.6141,0.4432,0.5386,0.4395,0.0627,0.2503,0.4619,0.4614,0.0005,0.1118,0.1569,0.1306,0.5036,0.2502,0.334,0.1549,0.8099,0.2593,0.9072,0.8968,0.9019,0.8534,0.6681,0.7494,0.0984,0.3333,0.1518,0.6141,0.546,0.578,0.3018,0.6475,0.4114
6,0.01,lbfgs,500,,0.5177,0.5175,0.7391,0.5986,0.5177,0.5202,0.044,0.2097,0.4825,0.4823,0.0002,0.0,0.0,0.0,0.5459,0.3967,0.4594,1.0,0.3372,0.496,0.8962,0.9233,0.9095,0.8688,0.9624,0.9132,0.2167,0.0059,0.0114,0.5673,0.7704,0.6534,0.6935,0.7458,0.7184
6,0.01,lbfgs,1000,,0.5177,0.5175,0.7391,0.5986,0.5177,0.5202,0.044,0.2097,0.4825,0.4823,0.0002,0.0,0.0,0.0,0.5459,0.3967,0.4594,1.0,0.3372,0.496,0.8962,0.9233,0.9095,0.8688,0.9624,0.9132,0.2167,0.0059,0.0114,0.5673,0.7704,0.6534,0.6935,0.7458,0.7184
6,0.01,saga,1000,,0.5169,0.5155,0.7391,0.5985,0.5169,0.5191,0.044,0.2097,0.4845,0.4831,0.0015,0.0,0.0,0.0,0.5457,0.3967,0.4593,1.0,0.3306,0.4879,0.8965,0.9233,0.9097,0.8688,0.9624,0.9132,0.2167,0.0059,0.0114,0.5674,0.7706,0.6535,0.6927,0.7458,0.718
6,0.01,saga,500,,0.5169,0.5155,0.7391,0.5985,0.5169,0.5191,0.044,0.2097,0.4845,0.4831,0.0015,0.0,0.0,0.0,0.5457,0.3967,0.4593,1.0,0.3306,0.4879,0.8965,0.9233,0.9097,0.8688,0.9624,0.9132,0.2167,0.0059,0.0114,0.5674,0.7706,0.6535,0.6927,0.7458,0.718
5,0.01,lbfgs,500,,0.516,0.5157,0.7385,0.571,0.516,0.5174,0.0443,0.2104,0.4843,0.484,0.0003,0.0,0.0,0.0,0.5472,0.3968,0.4599,1.0,0.3308,0.4881,0.8926,0.9229,0.9074,0.867,0.9631,0.9125,0.0,0.0,0.0,0.5685,0.7686,0.6535,0.6921,0.7458,0.7176
3,0.01,lbfgs,500,,0.4771,0.4757,0.7227,0.5559,0.4771,0.4666,0.0465,0.2157,0.5243,0.5229,0.0014,0.0,0.0,0.0,0.4927,0.3281,0.3938,1.0,0.1209,0.2001,0.8867,0.9173,0.9017,0.8507,0.9636,0.9036,0.0,0.0,0.0,0.5541,0.7627,0.6419,0.6627,0.7242,0.6918
3,0.01,lbfgs,1000,,0.4771,0.4757,0.7227,0.5559,0.4771,0.4666,0.0465,0.2157,0.5243,0.5229,0.0014,0.0,0.0,0.0,0.4927,0.3281,0.3938,1.0,0.1209,0.2001,0.8867,0.9173,0.9017,0.8507,0.9636,0.9036,0.0,0.0,0.0,0.5541,0.7627,0.6419,0.6627,0.7242,0.6918
4,0.01,saga,500,,0.4768,0.4789,0.7239,0.5572,0.4768,0.4662,0.0463,0.2152,0.5211,0.5232,-0.0021,0.0,0.0,0.0,0.493,0.3314,0.3963,1.0,0.114,0.1884,0.8899,0.9176,0.9034,0.8537,0.9631,0.9051,0.0,0.0,0.0,0.5545,0.7666,0.6435,0.6663,0.7218,0.6927
2,50.0,saga,1000,,0.4463,0.4482,0.6994,0.52,0.4463,0.456,0.0504,0.2244,0.5518,0.5537,-0.0019,0.0,0.0,0.0,0.4583,0.3585,0.4022,0.9144,0.3572,0.5036,0.8952,0.9132,0.904,0.7583,0.9171,0.8302,0.0,0.0,0.0,0.5588,0.7553,0.6423,0.5749,0.2686,0.3655
2,10.0,saga,1000,,0.4463,0.4481,0.6994,0.52,0.4463,0.456,0.0504,0.2244,0.5519,0.5537,-0.0018,0.0,0.0,0.0,0.4583,0.3585,0.4022,0.9144,0.3572,0.5036,0.8952,0.9132,0.904,0.7583,0.9171,0.8302,0.0,0.0,0.0,0.5588,0.7553,0.6423,0.5749,0.2686,0.3655
2,50.0,saga,500,,0.4463,0.4482,0.6994,0.52,0.4463,0.456,0.0504,0.2244,0.5518,0.5537,-0.0019,0.0,0.0,0.0,0.4583,0.3585,0.4022,0.9144,0.3572,0.5036,0.8952,0.9132,0.904,0.7583,0.9171,0.8302,0.0,0.0,0.0,0.5588,0.7553,0.6423,0.5749,0.2686,0.3655
2,10.0,lbfgs,1000,,0.4461,0.4482,0.6993,0.5198,0.4461,0.4557,0.0504,0.2244,0.5518,0.5539,-0.0021,0.0,0.0,0.0,0.4582,0.3579,0.4018,0.9144,0.3572,0.5036,0.8952,0.913,0.9039,0.7582,0.9176,0.8303,0.0,0.0,0.0,0.5585,0.7553,0.6421,0.5737,0.2674,0.3641
2,10.0,lbfgs,500,,0.4461,0.4482,0.6993,0.5198,0.4461,0.4557,0.0504,0.2244,0.5518,0.5539,-0.0021,0.0,0.0,0.0,0.4582,0.3579,0.4018,0.9144,0.3572,0.5036,0.8952,0.913,0.9039,0.7582,0.9176,0.8303,0.0,0.0,0.0,0.5585,0.7553,0.6421,0.5737,0.2674,0.3641
2,50.0,lbfgs,500,,0.4461,0.4482,0.6993,0.5198,0.4461,0.4558,0.0504,0.2244,0.5518,0.5539,-0.0021,0.0,0.0,0.0,0.4584,0.3582,0.4021,0.9144,0.3572,0.5036,0.8953,0.913,0.904,0.7582,0.9173,0.8302,0.0,0.0,0.0,0.5586,0.7555,0.6423,0.5737,0.2674,0.3641
2,5.0,lbfgs,1000,,0.4459,0.4481,0.6993,0.5196,0.4459,0.4556,0.0504,0.2244,0.5519,0.5541,-0.0022,0.0,0.0,0.0,0.4582,0.3579,0.4018,0.9144,0.3572,0.5036,0.8953,0.9132,0.9041,0.758,0.9173,0.8301,0.0,0.0,0.0,0.5586,0.7555,0.6423,0.5727,0.2662,0.3628
2,1.0,lbfgs,500,,0.4451,0.4461,0.6993,0.5193,0.4451,0.4545,0.0504,0.2245,0.5539,0.5549,-0.001,0.0,0.0,0.0,0.4593,0.3576,0.402,0.9116,0.3506,0.4952,0.8953,0.913,0.904,0.7575,0.9178,0.83,0.0,0.0,0.0,0.5584,0.7557,0.6422,0.5727,0.2662,0.3628
2,1.0,saga,500,,0.4436,0.4457,0.6992,0.5225,0.4436,0.4535,0.0504,0.2245,0.5543,0.5564,-0.0021,0.0,0.0,0.0,0.4589,0.3576,0.4019,0.9366,0.3372,0.4864,0.8952,0.9132,0.904,0.7572,0.9178,0.8298,0.0,0.0,0.0,0.5584,0.7553,0.6421,0.5738,0.2674,0.3642
2,1.0,saga,1000,,0.4436,0.4457,0.6992,0.5225,0.4436,0.4535,0.0504,0.2245,0.5543,0.5564,-0.0021,0.0,0.0,0.0,0.4589,0.3576,0.4019,0.9366,0.3372,0.4864,0.8952,0.9132,0.904,0.7572,0.9178,0.8298,0.0,0.0,0.0,0.5584,0.7553,0.6421,0.5738,0.2674,0.3642
2,0.1,saga,500,,0.4074,0.4086,0.6971,0.5315,0.4074,0.4048,0.0506,0.2248,0.5914,0.5926,-0.0012,0.0,0.0,0.0,0.4617,0.3501,0.3981,1.0,0.0605,0.113,0.8931,0.9136,0.9032,0.7481,0.9205,0.8254,0.0,0.0,0.0,0.557,0.7587,0.6424,0.5921,0.2554,0.356
2,0.1,saga,1000,,0.4074,0.4086,0.6971,0.5315,0.4074,0.4048,0.0506,0.2248,0.5914,0.5926,-0.0012,0.0,0.0,0.0,0.4617,0.3501,0.3981,1.0,0.0605,0.113,0.8931,0.9136,0.9032,0.7481,0.9205,0.8254,0.0,0.0,0.0,0.557,0.7587,0.6424,0.5921,0.2554,0.356
2,0.01,lbfgs,1000,,0.38,0.3797,0.6901,0.4169,0.38,0.3652,0.0513,0.2265,0.6203,0.62,0.0003,0.0,0.0,0.0,0.4769,0.3094,0.3752,0.0,0.0,0.0,0.8755,0.9177,0.8961,0.7229,0.9313,0.814,0.0,0.0,0.0,0.5471,0.7664,0.6384,0.7124,0.1151,0.1981
2,0.01,saga,500,,0.38,0.3797,0.6901,0.4177,0.38,0.3652,0.0513,0.2265,0.6203,0.62,0.0002,0.0,0.0,0.0,0.4767,0.3094,0.3752,0.0,0.0,0.0,0.8753,0.9178,0.896,0.7229,0.9313,0.814,0.0,0.0,0.0,0.5472,0.7662,0.6384,0.7191,0.1151,0.1984
